request_id,user_id,system_requested,access_level,department_at_request,request_date,approval_date,provisioned_date,approver_id,approval_status,business_justification_present,provisioned_before_approval_flag,missing_approval_flag
AR00641,U0258,VPN,admin,Information Technology,2026-03-11,2026-03-15,2026-03-17,U0208,approved,TRUE,FALSE,FALSE
AR00642,U0243,Oracle Financials,standard,Research Administration,2026-04-09,2026-04-11,2026-04-13,U0066,approved,FALSE,FALSE,FALSE
AR00643,U0089,Tableau,standard,Procurement,2026-03-24,2026-03-25,2026-03-28,U0376,approved,TRUE,FALSE,FALSE
AR00644,U0284,Microsoft 365,standard,Research Administration,2026-01-22,2026-01-26,2026-01-29,U0234,approved,FALSE,FALSE,FALSE
AR00645,U0050,VPN,standard,Finance,2026-03-22,2026-03-25,2026-03-28,U0181,approved,TRUE,FALSE,FALSE
AR00646,U0216,Tableau,standard,Research Administration,2026-05-24,2026-05-25,2026-05-27,U0055,approved,TRUE,FALSE,FALSE
AR00647,U0403,Microsoft 365,standard,Finance,2026-04-06,2026-04-08,2026-04-06,U0282,approved,TRUE,TRUE,FALSE
AR00648,U0065,Tableau,standard,Graduate Programs,2026-04-29,2026-04-29,2026-04-27,U0233,approved,TRUE,TRUE,FALSE
AR00649,U0425,Salesforce,standard,Finance,2026-01-25,2026-01-27,2026-01-27,U0348,approved,TRUE,FALSE,FALSE
AR00650,U0380,Workday,elevated,Procurement,2026-05-13,2026-05-14,2026-05-15,U0260,approved,TRUE,FALSE,FALSE
AR00651,U0160,Workday,elevated,Procurement,2026-06-09,2026-06-10,2026-06-10,U0004,approved,TRUE,FALSE,FALSE
AR00652,U0127,Microsoft 365,standard,Finance,2026-01-07,2026-01-07,2026-01-10,U0039,approved,TRUE,FALSE,FALSE
AR00653,U0095,Microsoft 365,elevated,Admissions,2026-05-20,2026-05-25,2026-05-28,U0214,approved,FALSE,FALSE,FALSE
AR00654,U0012,VPN,standard,Finance,2026-03-03,2026-03-04,2026-03-06,U0277,approved,TRUE,FALSE,FALSE
AR00655,U0149,Salesforce,admin,Data Analytics,2026-05-07,2026-05-12,2026-05-15,U0192,approved,TRUE,FALSE,FALSE
AR00656,U0218,VPN,standard,Procurement,2026-04-28,2026-04-30,2026-04-27,U0284,approved,TRUE,TRUE,FALSE
AR00657,U0458,AWS Console,standard,Research Administration,2026-04-01,,,,denied,TRUE,FALSE,FALSE
AR00658,U0142,Workday,admin,Graduate Programs,2026-04-02,2026-04-04,2026-04-07,U0126,approved,TRUE,FALSE,FALSE
AR00659,U0090,VPN,standard,Finance,2026-05-25,2026-05-26,2026-05-28,U0386,approved,TRUE,FALSE,FALSE
AR00660,U0473,Tableau,standard,Research Administration,2026-05-04,2026-05-05,2026-05-07,U0334,approved,TRUE,FALSE,FALSE
AR00661,U0166,Oracle Financials,standard,Graduate Programs,2026-04-14,2026-04-15,2026-04-15,U0353,approved,TRUE,FALSE,FALSE
AR00662,U0256,AWS Console,standard,Data Analytics,2026-03-01,,,,denied,TRUE,FALSE,FALSE
AR00663,U0461,VPN,elevated,Finance,2026-04-09,2026-04-09,2026-04-09,U0042,approved,FALSE,FALSE,FALSE
AR00664,U0384,Salesforce,standard,Procurement,2026-04-06,2026-04-07,2026-04-10,U0470,approved,TRUE,FALSE,FALSE
AR00665,U0194,VPN,admin,Data Analytics,2026-05-27,2026-05-30,2026-05-31,U0254,approved,TRUE,FALSE,FALSE
AR00666,U0417,Microsoft 365,standard,Graduate Programs,2026-01-07,2026-01-07,2026-01-07,U0126,approved,TRUE,FALSE,FALSE
AR00667,U0185,Tableau,standard,Procurement,2026-01-19,2026-01-24,2026-01-27,U0479,approved,TRUE,FALSE,FALSE
AR00668,U0098,Microsoft 365,standard,Human Resources,2026-05-02,2026-05-06,2026-05-06,U0459,approved,TRUE,FALSE,FALSE
AR00669,U0321,Tableau,elevated,Human Resources,2026-05-26,2026-05-26,2026-05-27,U0152,approved,FALSE,FALSE,FALSE
AR00670,U0277,Oracle Financials,standard,Information Technology,2026-03-16,,,,pending,TRUE,FALSE,FALSE
AR00671,U0035,VPN,admin,Operations,2026-01-20,2026-01-24,2026-01-27,U0271,approved,TRUE,FALSE,FALSE
AR00672,U0280,Salesforce,standard,Procurement,2026-03-09,2026-03-11,2026-03-11,U0206,approved,TRUE,FALSE,FALSE
AR00673,U0072,Microsoft 365,standard,Research Administration,2026-03-26,,,,pending,TRUE,FALSE,FALSE
AR00674,U0121,AWS Console,standard,Human Resources,2026-05-25,,,,pending,TRUE,FALSE,FALSE
AR00675,U0019,Oracle Financials,admin,Research Administration,2026-04-17,2026-04-21,2026-04-22,U0049,approved,TRUE,FALSE,FALSE
AR00676,U0022,Salesforce,standard,Graduate Programs,2026-05-10,2026-05-12,2026-05-13,U0254,approved,TRUE,FALSE,FALSE
AR00677,U0011,Workday,standard,Operations,2026-02-20,2026-02-25,2026-02-28,U0348,approved,TRUE,FALSE,FALSE
AR00678,U0027,Tableau,elevated,Data Analytics,2026-02-02,2026-02-02,2026-02-04,U0084,approved,TRUE,FALSE,FALSE
AR00679,U0176,Tableau,admin,Operations,2026-03-02,2026-03-05,2026-03-05,U0132,approved,TRUE,FALSE,FALSE
AR00680,U0008,Microsoft 365,elevated,Data Analytics,2026-01-20,2026-01-20,2026-01-21,U0146,approved,TRUE,FALSE,FALSE
AR00681,U0067,Tableau,standard,Finance,2026-02-01,2026-02-05,2026-02-07,U0474,approved,TRUE,FALSE,FALSE
AR00682,U0440,Microsoft 365,standard,Graduate Programs,2026-03-19,,,,denied,TRUE,FALSE,FALSE
AR00683,U0335,Microsoft 365,standard,Graduate Programs,2026-03-10,2026-03-10,2026-03-13,U0070,approved,TRUE,FALSE,FALSE
AR00684,U0362,AWS Console,standard,Admissions,2026-02-22,,,,pending,TRUE,FALSE,FALSE
AR00685,U0284,Microsoft 365,standard,Research Administration,2026-02-06,2026-02-11,2026-02-11,U0214,approved,TRUE,FALSE,FALSE
AR00686,U0011,AWS Console,elevated,Operations,2026-03-11,2026-03-11,2026-03-08,U0409,approved,TRUE,TRUE,FALSE
AR00687,U0010,Tableau,standard,Procurement,2026-01-12,2026-01-15,2026-01-17,U0334,approved,TRUE,FALSE,FALSE
AR00688,U0017,Oracle Financials,admin,Finance,2026-06-05,2026-06-07,2026-06-08,U0409,approved,TRUE,FALSE,FALSE
AR00689,U0175,Tableau,elevated,Research Administration,2026-01-15,2026-01-20,2026-01-22,U0478,approved,TRUE,FALSE,FALSE
AR00690,U0481,AWS Console,standard,Graduate Programs,2026-05-26,2026-05-29,2026-05-30,U0479,approved,TRUE,FALSE,FALSE
AR00691,U0068,Workday,standard,Graduate Programs,2026-03-12,2026-03-14,2026-03-17,U0277,approved,TRUE,FALSE,FALSE
AR00692,U0020,ServiceNow,standard,Student Affairs,2026-03-06,2026-03-06,2026-03-08,U0298,approved,TRUE,FALSE,FALSE
AR00693,U0429,ServiceNow,elevated,Research Administration,2026-04-24,2026-04-24,2026-04-27,U0234,approved,TRUE,FALSE,FALSE
AR00694,U0285,Microsoft 365,standard,Human Resources,2026-05-29,,,,pending,TRUE,FALSE,FALSE
AR00695,U0161,Salesforce,standard,Graduate Programs,2026-03-08,2026-03-11,2026-03-12,U0449,approved,TRUE,FALSE,FALSE
AR00696,U0076,Workday,standard,Data Analytics,2026-01-10,2026-01-14,2026-01-15,U0214,approved,TRUE,FALSE,FALSE
AR00697,U0032,ServiceNow,admin,Student Affairs,2026-01-05,2026-01-09,2026-01-10,U0181,approved,TRUE,FALSE,FALSE
AR00698,U0040,AWS Console,standard,Admissions,2026-01-20,2026-01-25,2026-01-28,U0187,approved,TRUE,FALSE,FALSE
AR00699,U0449,ServiceNow,standard,Operations,2026-03-25,2026-03-28,2026-03-30,U0489,approved,TRUE,FALSE,FALSE
AR00700,U0241,ServiceNow,standard,Graduate Programs,2026-02-11,2026-02-15,2026-02-12,U0094,approved,TRUE,TRUE,FALSE
AR00701,U0109,Oracle Financials,standard,Human Resources,2026-05-11,2026-05-12,2026-05-12,U0474,approved,TRUE,FALSE,FALSE
AR00702,U0077,Tableau,elevated,Information Technology,2026-01-21,,,,denied,FALSE,FALSE,FALSE
AR00703,U0295,Tableau,standard,Student Affairs,2026-02-01,2026-02-05,2026-02-08,U0038,approved,TRUE,FALSE,FALSE
AR00704,U0163,ServiceNow,standard,Human Resources,2026-05-28,2026-05-30,2026-06-01,U0136,approved,TRUE,FALSE,FALSE
AR00705,U0384,Salesforce,standard,Procurement,2026-04-24,2026-04-24,2026-04-24,U0186,approved,FALSE,FALSE,FALSE
AR00706,U0469,Oracle Financials,standard,Finance,2026-06-04,2026-06-08,2026-06-09,U0132,approved,TRUE,FALSE,FALSE
AR00707,U0474,Microsoft 365,elevated,Data Analytics,2026-04-15,2026-04-17,2026-04-19,U0298,approved,TRUE,FALSE,FALSE
AR00708,U0042,Tableau,standard,Data Analytics,2026-02-07,2026-02-08,2026-02-11,U0380,approved,TRUE,FALSE,FALSE
AR00709,U0008,VPN,standard,Data Analytics,2026-03-09,2026-03-14,2026-03-14,U0242,approved,TRUE,FALSE,FALSE
AR00710,U0427,Tableau,standard,Information Technology,2026-02-12,,,,denied,TRUE,FALSE,FALSE
AR00711,U0471,Tableau,admin,Admissions,2026-04-01,2026-04-06,2026-04-08,U0134,approved,TRUE,FALSE,FALSE
AR00712,U0460,Oracle Financials,standard,Student Affairs,2026-06-07,2026-06-12,2026-06-15,U0045,approved,TRUE,FALSE,FALSE
AR00713,U0467,Tableau,standard,Student Affairs,2026-04-22,2026-04-27,2026-04-27,U0084,approved,TRUE,FALSE,FALSE
AR00714,U0078,Workday,standard,Procurement,2026-04-05,2026-04-08,2026-04-10,U0169,approved,TRUE,FALSE,FALSE
AR00715,U0484,Salesforce,standard,Student Affairs,2026-05-07,2026-05-11,2026-05-14,U0458,approved,TRUE,FALSE,FALSE
AR00716,U0147,Oracle Financials,standard,Student Affairs,2026-02-15,,,,denied,TRUE,FALSE,FALSE
AR00717,U0452,Microsoft 365,standard,Procurement,2026-03-13,2026-03-15,2026-03-15,U0066,approved,TRUE,FALSE,FALSE
AR00718,U0148,ServiceNow,standard,Admissions,2026-02-27,,,,pending,TRUE,FALSE,FALSE
AR00719,U0311,Salesforce,admin,Human Resources,2026-03-13,2026-03-17,2026-03-17,U0415,approved,TRUE,FALSE,FALSE
AR00720,U0021,Microsoft 365,standard,Information Technology,2026-01-07,2026-01-11,2026-01-14,U0479,approved,TRUE,FALSE,FALSE
AR00721,U0267,VPN,elevated,Data Analytics,2026-03-17,,,,pending,FALSE,FALSE,FALSE
AR00722,U0456,Tableau,standard,Information Technology,2026-01-23,,,,pending,FALSE,FALSE,FALSE
AR00723,U0060,Oracle Financials,elevated,Human Resources,2026-02-26,2026-02-28,2026-02-28,U0263,approved,TRUE,FALSE,FALSE
AR00724,U0162,Workday,standard,Graduate Programs,2026-05-14,2026-05-19,2026-05-16,U0334,approved,TRUE,TRUE,FALSE
AR00725,U0322,Workday,standard,Admissions,2026-05-31,2026-06-01,2026-06-02,U0340,approved,FALSE,FALSE,FALSE
AR00726,U0249,VPN,elevated,Information Technology,2026-03-14,2026-03-18,2026-03-19,U0055,approved,FALSE,FALSE,FALSE
AR00727,U0286,Microsoft 365,elevated,Research Administration,2026-01-10,2026-01-15,2026-01-17,U0191,approved,TRUE,FALSE,FALSE
AR00728,U0337,VPN,elevated,Graduate Programs,2026-03-01,,,,pending,TRUE,FALSE,FALSE
AR00729,U0307,Oracle Financials,standard,Admissions,2026-03-17,2026-03-19,2026-03-22,U0451,approved,TRUE,FALSE,FALSE
AR00730,U0167,Microsoft 365,standard,Admissions,2026-01-30,2026-01-30,2026-02-02,U0334,approved,FALSE,FALSE,FALSE
AR00731,U0361,VPN,elevated,Graduate Programs,2026-05-04,2026-05-07,2026-05-07,U0292,approved,TRUE,FALSE,FALSE
AR00732,U0260,Microsoft 365,elevated,Admissions,2026-04-15,2026-04-20,2026-04-23,U0143,approved,TRUE,FALSE,FALSE
AR00733,U0134,Workday,standard,Student Affairs,2026-02-26,2026-03-01,2026-03-02,U0168,approved,TRUE,FALSE,FALSE
AR00734,U0275,Microsoft 365,elevated,Admissions,2026-01-29,,,,denied,TRUE,FALSE,FALSE
AR00735,U0011,Workday,elevated,Operations,2026-01-24,2026-01-28,2026-01-27,U0186,approved,TRUE,TRUE,FALSE
AR00736,U0186,Microsoft 365,admin,Human Resources,2026-05-18,2026-05-19,2026-05-21,U0150,approved,TRUE,FALSE,FALSE
AR00737,U0284,Microsoft 365,admin,Research Administration,2026-01-10,2026-01-10,2026-01-13,U0272,approved,FALSE,FALSE,FALSE
AR00738,U0145,ServiceNow,standard,Human Resources,2026-03-05,2026-03-08,2026-03-09,U0407,approved,TRUE,FALSE,FALSE
AR00739,U0419,ServiceNow,elevated,Operations,2026-01-20,2026-01-25,2026-01-25,U0375,approved,TRUE,FALSE,FALSE
AR00740,U0278,VPN,standard,Research Administration,2026-05-31,2026-06-02,2026-06-05,U0304,approved,TRUE,FALSE,FALSE
AR00741,U0263,Workday,standard,Graduate Programs,2026-04-28,2026-05-02,2026-05-04,U0334,approved,TRUE,FALSE,FALSE
AR00742,U0220,Salesforce,standard,Information Technology,2026-04-15,2026-04-20,2026-04-21,U0465,approved,TRUE,FALSE,FALSE
AR00743,U0196,Workday,admin,Graduate Programs,2026-04-11,,,,denied,TRUE,FALSE,FALSE
AR00744,U0296,Workday,standard,Admissions,2026-03-01,2026-03-06,2026-03-07,U0070,approved,TRUE,FALSE,FALSE
AR00745,U0415,Salesforce,standard,Graduate Programs,2026-02-13,2026-02-14,2026-02-12,U0289,approved,FALSE,TRUE,FALSE
AR00746,U0316,AWS Console,standard,Data Analytics,2026-05-26,2026-05-28,2026-05-30,U0260,approved,TRUE,FALSE,FALSE
AR00747,U0428,VPN,standard,Human Resources,2026-05-25,2026-05-30,2026-06-02,U0144,approved,TRUE,FALSE,FALSE
AR00748,U0280,AWS Console,standard,Procurement,2026-03-02,2026-03-06,2026-03-06,U0264,approved,TRUE,FALSE,FALSE
AR00749,U0472,Salesforce,standard,Finance,2026-01-20,2026-01-24,2026-01-25,U0097,approved,TRUE,FALSE,FALSE
AR00750,U0102,AWS Console,elevated,Admissions,2026-01-30,2026-02-04,2026-02-07,U0104,approved,FALSE,FALSE,FALSE
AR00751,U0448,Tableau,standard,Information Technology,2026-03-17,2026-03-22,2026-03-24,U0352,approved,FALSE,FALSE,FALSE
AR00752,U0315,Oracle Financials,standard,Graduate Programs,2026-02-12,2026-02-16,2026-02-18,U0126,approved,TRUE,FALSE,FALSE
AR00753,U0266,ServiceNow,standard,Finance,2026-02-23,,,,pending,FALSE,FALSE,FALSE
AR00754,U0437,VPN,standard,Procurement,2026-05-02,2026-05-05,2026-05-04,U0094,approved,TRUE,TRUE,FALSE
AR00755,U0160,Microsoft 365,standard,Procurement,2026-01-25,2026-01-29,2026-01-30,U0039,approved,TRUE,FALSE,FALSE
AR00756,U0035,Oracle Financials,standard,Operations,2026-02-27,2026-03-01,2026-03-04,U0118,approved,TRUE,FALSE,FALSE
AR00757,U0300,ServiceNow,standard,Human Resources,2026-04-14,,,,pending,TRUE,FALSE,FALSE
AR00758,U0104,Salesforce,standard,Human Resources,2026-01-27,2026-01-31,2026-02-03,U0144,approved,TRUE,FALSE,FALSE
AR00759,U0170,ServiceNow,admin,Student Affairs,2026-06-07,2026-06-07,2026-06-08,U0104,approved,FALSE,FALSE,FALSE
AR00760,U0076,VPN,standard,Data Analytics,2026-01-01,2026-01-02,2026-01-05,U0038,approved,FALSE,FALSE,FALSE
AR00761,U0218,AWS Console,standard,Procurement,2026-05-09,2026-05-12,2026-05-15,U0193,approved,TRUE,FALSE,FALSE
AR00762,U0182,ServiceNow,elevated,Student Affairs,2026-03-23,2026-03-24,2026-03-26,U0415,approved,FALSE,FALSE,FALSE
AR00763,U0431,Tableau,standard,Human Resources,2026-05-06,2026-05-10,2026-05-12,U0077,approved,TRUE,FALSE,FALSE
AR00764,U0092,Workday,elevated,Graduate Programs,2026-04-30,2026-05-01,2026-05-02,U0207,approved,TRUE,FALSE,FALSE
AR00765,U0092,Workday,standard,Graduate Programs,2026-04-03,2026-04-05,2026-04-03,U0154,approved,TRUE,TRUE,FALSE
AR00766,U0469,ServiceNow,standard,Finance,2026-01-04,2026-01-09,2026-01-09,U0145,approved,TRUE,FALSE,FALSE
AR00767,U0357,ServiceNow,standard,Student Affairs,2026-01-15,,,,denied,TRUE,FALSE,FALSE
AR00768,U0475,AWS Console,admin,Procurement,2026-04-27,2026-05-02,2026-05-02,U0449,approved,FALSE,FALSE,FALSE
AR00769,U0015,VPN,elevated,Finance,2026-02-15,,,,pending,TRUE,FALSE,FALSE
AR00770,U0029,AWS Console,standard,Procurement,2026-01-16,2026-01-17,2026-01-17,U0145,approved,TRUE,FALSE,FALSE
AR00771,U0345,Oracle Financials,elevated,Information Technology,2026-02-13,,,,pending,TRUE,FALSE,FALSE
AR00772,U0482,Tableau,standard,Research Administration,2026-01-16,2026-01-17,2026-01-17,U0263,approved,TRUE,FALSE,FALSE
AR00773,U0089,AWS Console,standard,Procurement,2026-06-05,2026-06-10,2026-06-10,U0105,approved,TRUE,FALSE,FALSE
AR00774,U0160,ServiceNow,standard,Procurement,2026-01-31,2026-01-31,2026-02-03,U0349,approved,TRUE,FALSE,FALSE
AR00775,U0046,Salesforce,admin,Operations,2026-02-16,2026-02-21,2026-02-22,U0289,approved,TRUE,FALSE,FALSE
AR00776,U0112,Oracle Financials,standard,Operations,2026-03-05,2026-03-06,2026-03-07,U0474,approved,TRUE,FALSE,FALSE
AR00777,U0159,Workday,standard,Graduate Programs,2026-03-15,2026-03-18,2026-03-19,U0168,approved,TRUE,FALSE,FALSE
AR00778,U0140,Microsoft 365,standard,Research Administration,2026-03-17,2026-03-20,2026-03-22,U0055,approved,TRUE,FALSE,FALSE
AR00779,U0179,AWS Console,elevated,Student Affairs,2026-02-13,2026-02-14,2026-02-15,U0193,approved,TRUE,FALSE,FALSE
AR00780,U0331,ServiceNow,standard,Information Technology,2026-05-09,2026-05-09,2026-05-10,U0144,approved,TRUE,FALSE,FALSE
AR00781,U0240,ServiceNow,standard,Student Affairs,2026-01-30,2026-01-31,2026-02-02,U0242,approved,TRUE,FALSE,FALSE
AR00782,U0191,Tableau,standard,Research Administration,2026-01-09,2026-01-09,2026-01-12,U0181,approved,TRUE,FALSE,FALSE
AR00783,U0172,Oracle Financials,standard,Finance,2026-01-26,2026-01-29,2026-01-29,U0097,approved,TRUE,FALSE,FALSE
AR00784,U0225,AWS Console,standard,Operations,2026-04-22,2026-04-24,2026-04-26,U0136,approved,TRUE,FALSE,FALSE
AR00785,U0248,Tableau,standard,Admissions,2026-03-01,2026-03-01,2026-03-03,U0263,approved,FALSE,FALSE,FALSE
AR00786,U0489,Tableau,standard,Operations,2026-02-11,2026-02-15,2026-02-16,U0457,approved,FALSE,FALSE,FALSE
AR00787,U0488,VPN,standard,Human Resources,2026-03-27,2026-03-29,2026-03-30,U0055,approved,TRUE,FALSE,FALSE
AR00788,U0411,Oracle Financials,standard,Graduate Programs,2026-02-12,2026-02-13,2026-02-13,U0122,approved,TRUE,FALSE,FALSE
AR00789,U0095,Microsoft 365,elevated,Admissions,2026-04-22,2026-04-26,2026-04-28,U0341,approved,FALSE,FALSE,FALSE
AR00790,U0082,Oracle Financials,standard,Information Technology,2026-05-21,2026-05-24,2026-05-27,U0465,approved,TRUE,FALSE,FALSE
AR00791,U0362,Microsoft 365,elevated,Student Affairs,2026-01-25,2026-01-26,2026-01-28,U0473,approved,TRUE,FALSE,FALSE
AR00792,U0374,Tableau,standard,Operations,2026-05-17,2026-05-21,2026-05-18,U0368,approved,TRUE,TRUE,FALSE
AR00793,U0092,Microsoft 365,standard,Graduate Programs,2026-03-29,2026-04-01,2026-04-02,U0292,approved,TRUE,FALSE,FALSE
AR00794,U0071,AWS Console,standard,Operations,2026-02-24,2026-03-01,2026-03-02,U0192,approved,TRUE,FALSE,FALSE
AR00795,U0146,ServiceNow,standard,Procurement,2026-05-04,2026-05-05,2026-05-05,U0207,approved,FALSE,FALSE,FALSE
AR00796,U0239,Salesforce,standard,Information Technology,2026-01-26,2026-01-26,2026-01-27,U0394,approved,TRUE,FALSE,FALSE
AR00797,U0295,Tableau,standard,Student Affairs,2026-01-03,2026-01-06,2026-01-08,U0198,approved,FALSE,FALSE,FALSE
AR00798,U0218,ServiceNow,elevated,Procurement,2026-01-30,2026-02-03,2026-02-06,U0229,approved,TRUE,FALSE,FALSE
AR00799,U0433,Oracle Financials,standard,Operations,2026-02-15,,,,denied,TRUE,FALSE,FALSE
AR00800,U0346,Salesforce,standard,Research Administration,2026-03-28,,,,denied,TRUE,FALSE,FALSE
AR00801,U0264,AWS Console,standard,Procurement,2026-04-29,2026-05-02,2026-05-04,U0254,approved,TRUE,FALSE,FALSE
AR00802,U0130,Tableau,standard,Data Analytics,2026-03-17,2026-03-18,2026-03-21,U0145,approved,TRUE,FALSE,FALSE
AR00803,U0009,AWS Console,standard,Admissions,2026-01-10,2026-01-14,2026-01-15,U0021,approved,TRUE,FALSE,FALSE
AR00804,U0090,Salesforce,standard,Finance,2026-02-02,2026-02-04,2026-02-07,U0208,approved,TRUE,FALSE,FALSE
AR00805,U0353,Microsoft 365,admin,Procurement,2026-05-15,2026-05-17,2026-05-14,U0169,approved,TRUE,TRUE,FALSE
AR00806,U0327,Salesforce,standard,Information Technology,2026-01-21,2026-01-24,2026-01-25,U0152,approved,TRUE,FALSE,FALSE
AR00807,U0487,ServiceNow,elevated,Student Affairs,2026-01-21,2026-01-22,2026-01-24,U0073,approved,TRUE,FALSE,FALSE
AR00808,U0277,Microsoft 365,standard,Information Technology,2026-01-13,2026-01-16,2026-01-17,U0376,approved,TRUE,FALSE,FALSE
AR00809,U0142,Workday,standard,Graduate Programs,2026-02-16,2026-02-17,2026-02-15,U0203,approved,TRUE,TRUE,FALSE
AR00810,U0337,VPN,standard,Graduate Programs,2026-04-29,2026-04-29,2026-04-29,U0168,approved,FALSE,FALSE,FALSE
AR00811,U0364,Oracle Financials,standard,Finance,2026-06-06,2026-06-09,2026-06-11,U0407,approved,TRUE,FALSE,FALSE
AR00812,U0278,Tableau,standard,Research Administration,2026-05-23,2026-05-26,2026-05-29,U0179,approved,TRUE,FALSE,FALSE
AR00813,U0108,VPN,standard,Admissions,2026-03-07,2026-03-07,2026-03-09,U0283,approved,TRUE,FALSE,FALSE
AR00814,U0043,Microsoft 365,elevated,Graduate Programs,2026-05-16,2026-05-19,2026-05-19,U0168,approved,FALSE,FALSE,FALSE
AR00815,U0300,VPN,standard,Human Resources,2026-05-25,2026-05-27,2026-05-30,U0007,approved,FALSE,FALSE,FALSE
AR00816,U0121,Tableau,admin,Human Resources,2026-02-03,2026-02-03,2026-02-04,U0077,approved,FALSE,FALSE,FALSE
AR00817,U0293,ServiceNow,standard,Procurement,2026-02-10,2026-02-13,2026-02-15,U0489,approved,FALSE,FALSE,FALSE
AR00818,U0385,Microsoft 365,standard,Student Affairs,2026-06-03,2026-06-03,2026-06-05,U0313,approved,TRUE,FALSE,FALSE
AR00819,U0258,Tableau,standard,Information Technology,2026-04-14,2026-04-17,2026-04-18,U0407,approved,TRUE,FALSE,FALSE
AR00820,U0205,ServiceNow,standard,Graduate Programs,2026-03-27,2026-03-27,2026-03-30,U0341,approved,TRUE,FALSE,FALSE
AR00821,U0499,Tableau,standard,Student Affairs,2026-01-08,2026-01-12,2026-01-10,U0312,approved,TRUE,TRUE,FALSE
AR00822,U0485,Workday,standard,Human Resources,2026-03-05,2026-03-05,2026-03-05,U0341,approved,TRUE,FALSE,FALSE
AR00823,U0381,Tableau,standard,Information Technology,2026-02-19,2026-02-24,2026-02-25,U0187,approved,TRUE,FALSE,FALSE
AR00824,U0242,Microsoft 365,standard,Data Analytics,2026-03-17,2026-03-20,2026-03-23,U0284,approved,TRUE,FALSE,FALSE
AR00825,U0124,VPN,admin,Data Analytics,2026-05-09,2026-05-11,2026-05-12,U0415,approved,TRUE,FALSE,FALSE
AR00826,U0370,Salesforce,standard,Finance,2026-01-09,2026-01-12,2026-01-12,U0271,approved,TRUE,FALSE,FALSE
AR00827,U0401,Tableau,admin,Graduate Programs,2026-05-18,2026-05-22,2026-05-25,U0326,approved,TRUE,FALSE,FALSE
AR00828,U0372,Workday,standard,Finance,2026-04-12,2026-04-14,2026-04-17,U0022,approved,TRUE,FALSE,FALSE
AR00829,U0220,Salesforce,standard,Information Technology,2026-03-09,2026-03-09,2026-03-11,U0387,approved,TRUE,FALSE,FALSE
AR00830,U0212,Oracle Financials,standard,Human Resources,2026-03-04,2026-03-06,2026-03-06,U0066,approved,TRUE,FALSE,FALSE
AR00831,U0235,AWS Console,elevated,Student Affairs,2026-03-08,2026-03-11,2026-03-13,U0171,approved,TRUE,FALSE,FALSE
AR00832,U0390,VPN,standard,Data Analytics,2026-03-15,2026-03-17,2026-03-19,U0282,approved,FALSE,FALSE,FALSE
AR00833,U0484,VPN,standard,Student Affairs,2026-03-20,2026-03-21,2026-03-22,U0150,approved,TRUE,FALSE,FALSE
AR00834,U0076,ServiceNow,elevated,Data Analytics,2026-03-07,2026-03-11,2026-03-11,U0130,approved,TRUE,FALSE,FALSE
AR00835,U0370,Tableau,standard,Finance,2026-02-13,,,,denied,TRUE,FALSE,FALSE
AR00836,U0257,Oracle Financials,standard,Admissions,2026-04-07,,,,pending,TRUE,FALSE,FALSE
AR00837,U0269,AWS Console,standard,Student Affairs,2026-04-08,2026-04-09,2026-04-10,U0172,approved,FALSE,FALSE,FALSE
AR00838,U0312,Salesforce,standard,Operations,2026-04-02,2026-04-02,2026-04-03,U0326,approved,TRUE,FALSE,FALSE
AR00839,U0187,Workday,standard,Information Technology,2026-01-26,,,,denied,TRUE,FALSE,FALSE
AR00840,U0493,Salesforce,admin,Finance,2026-01-15,2026-01-17,2026-01-18,U0136,approved,TRUE,FALSE,FALSE
AR00841,U0334,Microsoft 365,standard,Operations,2026-04-27,2026-05-01,2026-05-02,U0144,approved,FALSE,FALSE,FALSE
AR00842,U0376,Salesforce,admin,Procurement,2026-02-03,2026-02-04,2026-02-07,U0132,approved,TRUE,FALSE,FALSE
AR00843,U0275,Workday,standard,Admissions,2026-01-19,2026-01-22,2026-01-23,U0049,approved,TRUE,FALSE,FALSE
AR00844,U0307,AWS Console,standard,Admissions,2026-01-03,2026-01-08,2026-01-09,U0073,approved,TRUE,FALSE,FALSE
AR00845,U0302,AWS Console,admin,Student Affairs,2026-03-06,2026-03-11,2026-03-14,U0260,approved,TRUE,FALSE,FALSE
AR00846,U0154,ServiceNow,elevated,Graduate Programs,2026-03-05,2026-03-07,2026-03-07,U0264,approved,TRUE,FALSE,FALSE
AR00847,U0485,VPN,standard,Human Resources,2026-03-23,,,,pending,TRUE,FALSE,FALSE
AR00848,U0092,Salesforce,elevated,Graduate Programs,2026-03-19,2026-03-24,2026-03-25,U0172,approved,TRUE,FALSE,FALSE
AR00849,U0056,Microsoft 365,standard,Research Administration,2026-05-09,2026-05-09,2026-05-10,U0242,approved,TRUE,FALSE,FALSE
AR00850,U0293,VPN,standard,Procurement,2026-02-19,2026-02-20,2026-02-21,U0422,approved,TRUE,FALSE,FALSE
AR00851,U0167,AWS Console,standard,Admissions,2026-04-17,2026-04-19,2026-04-21,U0473,approved,TRUE,FALSE,FALSE
AR00852,U0190,VPN,standard,Human Resources,2026-04-01,2026-04-04,2026-04-07,U0154,approved,TRUE,FALSE,FALSE
AR00853,U0003,Tableau,standard,Information Technology,2026-04-15,2026-04-18,2026-04-18,U0485,approved,TRUE,FALSE,FALSE
